"";"tweets";"value"
"3149";"That show has the BEST ratings ever recorded BY HUMANS Well maybe…";1
"3150";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+270C><U+261D>lol <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3151";"For all those skeptics out there just remember what happened to Betamax when this industry chose VHS";1
"3152";"has done good work to uncover the in abuse demand to see";1
"3153";"Another reason to hate Bey";1
"3154";"Bikgayi hai ye govirmint Ye sab milke B hamra chutiya kaat rhe hai";1
"3155";"then there is that you pay by credit card it has GPS on the taxi Google sells your data for ads";1
"3156";"No really That’s surprising";1
"3157";"Well MLK DID march with Bernie Sanders So there’s that";1
"3158";"at least Bidvest is leading the moral drive in SA by supporting whilst govt turns it’s back…";1
"3159";"Im sure this will be well received";1
"3160";"Omg a free napkin Such a great offer";1
"3161";"Were not supposed to feel inspired after a sermon Were supposed to hate ourselves like God hate…";1
"3162";"management is confident about their batting lineup they have taken bowlers who will ensure that their…";1
"3163";"No way this never happens<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E33>";1
"3164";"Dont talk about it Geoff how do you expect anyone to sweep anything under the rug if you talk about it";1
"3165";"Ja Ker porast športnih stav je zaenkrat samo koristil športu";1
"3166";"Tshirt hustle time An oldie but goldie for those who love snarky sarcasm The I have neither the time nor the cr…";1
"3167";"Maldito cretino Cómo se le ocurre comparar a Hitler con Uribe";1
"3168";"I took that pic leaving a parking lot spaces Come on dude";1
"3169";"Why oh why doesnt Corbyn do something about this";1
"3170";"Philips Or Flathead Which Type Of Screw Holds It In Place Or Is It Bolted Down And You…";1
"3171";"Ditto Excited to see how the knuckleheads in the marble halls manage to squander it this year";1
"3172";"That is one hell of an armour on Poison Ivy would put hellbat armour to shame <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";1
"3173";"Im at work contemplating life Im debating on youtube videos in reality";1
"3174";"This is so fcking fun to remove";1
"3175";"I love the sheer number of legit Minecraft players that play with cheats enabled";1
"3176";"Since yuvi the spiritual leader from Canada has said tat I will…";1
"3177";"I was talking to a North African girl in her native language and man we just clicked";1
"3178";"It’s ok it’s a long term hodl <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>";1
"3179";"Thanks for your hard work the best transportation service for the money";1
"3180";"I dnt see what the big deal is Shes not all that but he was probably trying to make a joke";1
"3181";"Wenn das im Wartezimmer deines Arztes steht und du schon mit Termin eine Stunde wartestgenau mein Humor";1
"3182";"And looking to forward to some more golf Thank you for your service and devotion unlike that anti…";1
"3183";"If Twitter isn’t working how the hell are we supposed to check Twitter to see what is happening";1
"3184";"Best Monday MotivationFriend Dude I am fed up of this Monster Monday Give me Some MotivationMe You Do…";1
"3185";"Me ”Daammmmnnn woke up w all these natural hilights” flips hairHer “Those are grey hairs Mandy”Me “Tha…";1
"3186";"Maybe Tesla should get into the cloning business More Elon Musks could help solve the Model production issues…";1
"3187";"How dare you for FIRING A WOMAN No man is allowed to fire a woman We all know ALL Women are hard worki…";1
"3188";"do you think that you can make flashmob on day after";1
"3189";"Sorry not Sorry <U+270B><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E66>";1
"3190";"nd day running in a cool carriage with audible aircon Amazing coincidence that progress begins once the…";1
"3191";"Sakhti Dekh Rhe Ho Launde Ki";1
"3192";"I’m sure this can only be an incentive for Caribbean and commonwealth countries to enter into favourabl…";1
"3193";"Oh man I know All the centrists endorsed him";1
"3194";"I think its more like a temper tantrumalso I should have labeled it";1
"3195";"<U+026A><U+0274><U+1D00><U+1D18><U+1D18><U+0280><U+1D0F><U+1D18><U+0280><U+026A><U+1D00><U+1D1B><U+1D07> <U+1D1B><U+029C><U+1D0F><U+1D1C><U+0262><U+029C><U+1D1B>s <U+2661>";1
"3196";"These “uppity black folk” need to calm down before they give this “nice southern lady” a heart attack …";1
"3197";"Bahaha What century did he come from Just laughable I have one word";1
"3198";"Yes sir thank you for getting us close to being drafted <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36> I am so excited";1
"3199";"I just love it when a coworker interrupts me when I am in the middle of sketching something out Way to make me los…";1
"3200";"Sometimes I look at the mirror and think how come noone has ever mistaken me for an alien";1
"3201";"You should smile more";1
"3202";"You’re asking too many questions plus trying to find real reasons using common sense how could you";1
"3203";"But kneeling is so much worse than attacking our soldiers with homophobic racist and sexist comments along with vi…";1
"3204";"Only the finest exports from Cassie’s campsite";1
"3205";"Is this really an issue buddy th has always been fine with me facebook complaining it should be TSP";1
"3206";"Kia makes limousines";1
"3207";"I’ve always suspected you worked for the Russians You worked for Cruz who’s father worked with Lee Harvey Oswald …";1
"3208";"If cant solve all the problems of the country in these years then lets vote for those who created…";1
"3209";"good thing the NRA made guns cheaper than food";1
"3210";"Ill just leave this here<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3211";"go f yourselfOh no my points are so defeated now How will I ever go oncloses channel Sorry defeated forever…";1
"3212";"Just a nice drive to the gym";1
"3213";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39> De mensen in het segment promoten een agenda tegen legalisering zonder daarbij vragen te st…";1
"3214";"Jeff Sessions working to ban domestic violence victims from coming to the US for asylum Go…";1
"3215";"I dont think I know anyone who might be excited about this";1
"3216";"You know when I joined I wasn’t given any extra bits I renewed last November and I wasn’t given a shi…";1
"3217";"I’m starting to notice people respond poorly to any indepth sound biblical theologySo in an effort to reach e…";1
"3218";"Pearl Mississippi";1
"3219";"It used to be Sq Ft Basically I lived in a library with a mattress The above comment on Rakesh Dw…";1
"3220";"you are just taking advantage of her not being hereki…";1
"3221";"When you fail both in relationship and academics And the funny part is you fail in academics due to broken relation…";1
"3222";"As Im getting a few extra hits today I thought it was a good time to share some of the best feedback Ive ever rec…";1
"3223";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E64>But we have nothing to fear from Islam and its followers<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34>";1
"3224";"But it was an accident like the hit on Letang";1
"3225";"But yeah let’s get rid of Didi Right and";1
"3226";"So now that the dust has settled who was your man of the match on Sunday";1
"3227";"Linnycups wow who knewI’m four and I need to eat";1
"3228";"I could be wrong but I’m sensing not truth";1
"3229";"Too bad Lying is not a crime but collusion is";1
"3230";"Dont be such a Negative NancyPutin specifically requested that particular chemical weapons stash…";1
"3231";"And say hello to the by far largest So excited to leave the d…";1
"3232";"from movie Andaz Apna Apnafollow me for more movie scenes <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+393C><U+3E65><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+623C><U+3E64><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E35>";1
"3233";"Apparently unless you have a bike attached which completely blocks the license plate Cause that makes sense…";1
"3234";"Spoken like a true regressivebetamaleSJWcuck <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E37>";1
"3235";"Today Im gonna give it Of course after taxes thatll seem like";1
"3236";"Waking up to suicidal thoughts is always a";1
"3237";"Because you were not making personal…";1
"3238";"You mean the antisemitic orthodox Jew Ben Shapiro";1
"3239";"Sure you were Bless your heart";1
"3240";"Next time you shop from Make sure you keep it away from kids";1
"3241";"This is Examplery Transparency in action Hats off Thread <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E37>";1
"3242";"Love the late Fall snowy dusting this morning I hear we may have a white Christmas";1
"3243";"The best thing about all the TV shows at the minute is the primary power of most of the characters seems…";1
"3244";"Oh but Im sure this is because the women and minorities just did worse research and teaching";1
"3245";"Oh Im sorry Are you still talking about Obama or I get confused with your dou…";1
"3246";"Stupidity invites";1
"3247";"<U+0939><U+093E><U+0939><U+093E><U+0939><U+093E>via";1
"3248";"Let’s see Fox News has an on air employee who doesn’t mention…";1
"3249";"Kmalu nam bosta Fajonka in Vajgel dolocila kvote eritrejskih otrok ki že imajo modrostne zobe Ona…";1
"3250";"I find the point is lost when you have to put at the end of a statement";1
"3251";"A Trudeau Liberal politician has made a firm promise I’m sure you can relax and take that to the bank right…";1
"3252";"BTW I happen to agree with you My initial comment was Sorry if that was not clear";1
"3253";"I’m sure everyone by now has seen that video of that old ass lady assaulting Capt Mitchell amp Capt Sharpe There’s…";1
"3254";"Thankfully you have an unblemished track record of truth otherwise no one would believe you";1
"3255";"another sad news for today be strong brother";1
"3256";"<U+091C><U+092C> <U+0915><U+094B><U+0908> <U+0938><U+0940><U+0930><U+093F><U+092F><U+0938> <U+092C><U+093E><U+0924> <U+0915><U+0930><U+0924><U+093E> <U+0939><U+0942><U+0901><U+0932><U+094B><U+0917> <U+0938><U+092E><U+091D> <U+0932><U+0947><U+0924><U+0947> <U+0939><U+0948><U+0902><U+0914><U+0930> <U+091C><U+092C> <U+092E><U+093E><U+0930><U+0924><U+093E> <U+0939><U+0942><U+0901> <U+0932><U+094B><U+0917> <U+0938><U+0940><U+0930><U+093F><U+092F><U+0938><U+0932><U+0940> <U+0932><U+0947> <U+0932><U+0947><U+0924><U+0947> <U+0939><U+0948><U+0902> …";1
"3257";"Entonces cuál es tu punto No es chavista Monto el ne…";1
"3258";"Oh good I was worried Spring my arrive this week";1
"3259";"And let’s tell them to educate themselves about our culture like it’s a major subject in school Lets tell them to k…";1
"3260";"EXOL the next time we see other race making fun of us Asians let’s make it a worldwide issue too They are not the…";1
"3261";"ICICIbank ATMs in There are more number of ICICI bank ATMs than the collective cash in them Disappointed…";1
"3262";"Its ok Im not dead Tysm for followers <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61>";1
"3263";"And let’s tell them to educate themselves about our culture like it’s a major subject in school Lets tell them…";1
"3264";"But before they could have the chance to apologize let’s judge them first Let’s throw insults to them like we…";1
"3265";"EXOL the next time we see other race making fun of us Asians let’s make it a worldwide issue too They are not…";1
"3266";"Keira is thrilled about this date";1
"3267";"Politicians are so in touch";1
"3268";"Stout beer for fat people";1
"3269";"The signs of a society that is selfabsorbed lacking in substance and a narrow worldview Ever heard of the Inter…";1
"3270";"A little Tuesday funny from";1
"3271";"No No We are growing This is a lieBut";1
"3272";"That’s messed up on a another level <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66>";1
"3273";"Truer than Tuesday folks <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+270C><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3274";"Liberal Government shame Health cuts already started No doubt you will try to blame Labor for this Wh…";1
"3275";"Thank goodness for technology So I have a leg flight First airline refers me to the second one for onl…";1
"3276";"Yoga pants dont make yoga any easier";1
"3277";"DM rn to get meds and protect the brain after a stroke";1
"3278";"nd day running in a cool carriage with audible aircon Amazing coincidence that progress begins once…";1
"3279";"Comey untruthful Oooooh I am so shocked What is this country coming too";1
"3280";"Thats why is one of the top in";1
"3281";"minutes to presentation then your laptop decides to install updates and forces you to restart you computer Wow Just Wow";1
"3282";"Thats how we promote in limited budgetJust make it trend <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3283";"Yeah Bollywood has a dirth of north indians well built dudes Now thats gonna be…";1
"3284";"Somewhere I read if you stop at the bark of every stray dog its your delay Happy realization";1
"3285";"So you dont want to have kids and name them after map directions";1
"3286";"Liberal Government shame Health cuts already started No doubt you will try to blame Labor for this…";1
"3287";"So is UX becoming a thing now Wow";1
"3288";"Umm Kudos Leigh But dont you think this interview would have been more successf…";1
"3289";"My heart is breakin bit theres no use crying me encanta esta canción <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E34>";1
"3290";"Many a priest has an altar ego";1
"3291";"Errsebab masalah air di Selangor lebih kritikal amp perlukan perhatian";1
"3292";"It gets me through the day";1
"3293";"I had a joke about music but I forgot my notes somewhere";1
"3294";"I do lifting entirely in my life It’s either I lift food to my mouth or phone to check some memes";1
"3295";"But no were used";1
"3296";"It’s hard to explain things to kleptomaniacs because they always take things literally";1
"3297";"thanks Paul Revere youve been…";1
"3298";"I said exactly that when I went to work As soon as the title is won that’s it finish if you ar…";1
"3299";"Just really glad I washed my car yesterday <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E32>";1
"3300";"What I answer york Mexico and Jersey";1
"3301";"So apparently two snow days and flying across the country DOES impact a teams sharpness Who knew";1
"3302";"You forgot to use the tag";1
"3303";"Theres a Chinese party in I didnt know that";1
"3304";"That awesome moment when one of your players has to miss all the fun because of family <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64>";1
"3305";"Jis desh me chadhawe ke naam pe bhagwaan ko bhi rishwat di jae waha hum corruption khatam karne ki baty kar rhe hai";1
"3306";"Ordinarily people hate need cheat codes to wake";1
"3307";"Thanks Mother Nature for giving me false hope that I’m off my rage and ruining my favorite underwear";1
"3308";"Good thing we dont have any foreign countries trying to hack our election systems or this would be terrible news…";1
"3309";"Well that was responsible dad";1
"3310";"Maybe they can stop all the americans with no healthcare who keeps crawling to Mexico for he…";1
"3311";"Well what do you know Does Trump know about this comment It could put Dershowitz out of contentio…";1
"3312";"Maybe they can stop all the americans with no healthcare who keeps crawling to Mexico for healthcare and c…";1
"3313";"Hey You can count on Ells to get on base via catchers interference";1
"3314";"Cool That seems like it’s on the up and up Definitely not a NIMBYish thing at all";1
"3315";"Lmao people are dumb Like not knowing what a sky light is Smh some people Lol";1
"3316";"Yes One party systems work sooo much better Just ask s Germany If y…";1
"3317";"Thats cool for theyre finally doing something has been doing for years";1
"3318";"And since he doesn’t want to talk about it then that’s it The end<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34>";1
"3319";"No no we have grit and veteran leadership What more do you need";1
"3320";"Hands off their uterus";1
"3321";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3322";"do you really have money if you don’t flex it on Snapchat <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E65><U+200D><U+2640><U+FE0F><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"3323";"The only way to stop a crazy racist white lady with a gun is to arm a year old child";1
"3324";"But did they win";1
"3325";"Aaah mouse gerbil hamster kangaroo rat beaver what’s the differ…";1
"3326";"If I were American I’d want the government to promote a happy healthy educated…";1
"3327";"I love SAYCHEESE ikaw love mo rin ba <U+2665> HAHAHAHAH";1
"3328";"Where is that font when you need it";1
"3329";"Just had a TOTALLY interesting conversation with Syme about Newspeak";1
"3330";"mysql on cmd line is so much fun";1
"3331";"Gosh do I know how to pick ‘em";1
"3332";"Yes I definitely want to watch Pence speak at the th Annual Space SymposiumBecause God and Jesus live the…";1
"3333";"I thought Jesus was only in the NT";1
"3334";"They probably have to solve other cases to keep up their detective credentialsDon’t be so judgy";1
"3335";"Incredibly fortunate Glad he’s ok and that no one was injured Good thing NASCAR and the owners made stops safer";1
"3336";"Makes a wonderful case for proportional representation";1
"3337";"Constantly looking for ways to be a victim";1
"3338";"Nope Democracy is about choosing what you want as long as a selfappointed selfrighteous group of elites agrees w…";1
"3339";"That’s why we need Dwight King and Steve Ott not Andrighetto Oh wait <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39>How about they look…";1
"3340";"Yeah we dont need LeBron win it organically with RoCo";1
"3341";"I like Luccas It speaks to me <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31> Also I assume her observations from Alicia Florricks experience will…";1
"3342";"go f yourselfOh no my points are so defeated now How will I ever go oncloses channel Sorry defeated f…";1
"3343";"Simple question to our politicians do you still believe in the initial race based reasons for prohibition Are major p…";1
"3344";"Sorry Ive been told a million times to quit exaggerating and not so much Sur…";1
"3345";"Nope Democracy is about choosing what you want as long as a selfappointed selfrighteous group of elites agre…";1
"3346";"A man with a pack a fast car and a lineup for a haircut is a player";1
"3347";"Hey you know what the problem was with the name of the main mech in pacific rim was It was danger because dange…";1
"3348";"I thought tumblr was just for porn";1
"3349";"I just heard my neighbor tell hus wife I wish you would blow me like these LA winds are blowing the palm trees…";1
"3350";"Yeahbut remember that time that umthat umnever mind if you disagree you don’t support the tro…";1
"3351";"I look totally sober";1
"3352";"Brilliant idea";1
"3353";"ah you might want to put a in ther…";1
"3354";"I was just about to tear into you then I saw Well played";1
"3355";"No chance Those were clearly all accidental";1
"3356";"And nothing Scott Pruitt is as clean and pure as the Virgin Mary I was convinced by the thoug…";1
"3357";"If anyone is a wealth of goodness its Cohen";1
"3358";"Yeah liberals just believe in helping the poor giving adequate heal…";1
"3359";"oh poor guy He was tricked into inaugurating a nightclub";1
"3360";"<U+0916><U+0941><U+0936> <U+0930><U+0939><U+0928><U+0947> <U+0915><U+093E> <U+090F><U+0915> <U+0939><U+0940> <U+092E><U+0902><U+0924><U+094D><U+0930> <U+0939><U+0948> <U+0950> <U+0907><U+0917><U+094D><U+0928><U+094B><U+0930><U+093E><U+092F> <U+0928><U+092E><U+0903> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E35>";1
"3361";"From me To Yg ga bales WA Dia pikir dia yg paling hebatMrasa paling jago amp paling dahsyat<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E38> Dia pikir di…";1
"3362";"con esta historia de de un feminicidio hecho un bonito poema";1
"3363";"Kakes coming out of game HUG WATCH <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E36> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64>";1
"3364";"Good thing we have a seasoned foreign policy pro like Trump making these decisions Fills me with confidence…";1
"3365";"Simple question to our politicians do you still believe in the initial race based reasons for prohibition Are maj…";1
"3366";"A mi me divierto mucho estudiando para mi examen de Español <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E33>";1
"3367";"Dear Parents please know the difference in teaching your kids well and dressing your kids well cus a lot of the…";1
"3368";"Says Oh well then it must be true";1
"3369";"Good thing we have a seasoned foreign policy pro like Trump making these decisions Fills me with confidence";1
"3370";"Just got my receipt from CVS and it kept printing and printing I said to the clerk “tha…";1
"3371";"Hiral whats your planWhen you want to impregnateOne of your staffers";1
"3372";"Fake News";1
"3373";"Man The Gnats sure looks like the team to beat in the NL East";1
"3374";"Dont forget the foodnot the greatest as well And Mon what about the boobs the boobsgeeeez";1
"3375";"Fucking Marchand always the one hurting other go figure why";1
"3376";"Aadliya parr jumlay kasne se guraiz kiya jaaye ye Pakistan ka WAHID naik aur ba waqar idara hai p";1
"3377";"I wish I had an arranged marriage dating is too anxiety inducing";1
"3378";"Yes Superman should have let Zod murder an innocent family What the hell Snyder";1
"3379";"Getting my taxes done is soooo fun <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E31>";1
"3380";"So tired right now and tomorrow I have to get up extra early Im so happy about that I really am";1
"3381";"Excellent use of hashtags Susan Excellent";1
"3382";"Anyone nook <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+623C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+200D><U+2640><U+FE0F>";1
"3383";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34>";1
"3384";"Definitely a no goalbut you just don’t know what the call will be anymore";1
"3385";"Great news <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E66> CNN has a panel of trump supporters to discuss the Comey interview It’s about time we get to hear…";1
"3386";"You are a conspiracy theory nut racist there are just too many connected to the Clintons";1
"3387";"Who cares about the facts if i act outraged at this i can hide my own racism for living in an all w…";1
"3388";"And nothing Scott Pruitt is as clean and pure as the Virgin Mary I was convinced by…";1
"3389";"Burn her house down It will send a message to the others haha";1
"3390";"Its always a step in the right direction when a person is fired for failing within a workplace that is essentially…";1
"3391";"Thanks Lee just a little difference from the MSM ampthe Globalist version";1
"3392";"Im sure youd never see Marchand doing something like that";1
"3393";"Wrong Chiarelli best GM ever and deserves all credit for Boston team he inherited from JG what a team he built";1
"3394";"I was blown away by the diversity of topics that you guys can speak proficiently about The…";1
"3395";"Sean Hannity the definition of journalistic integrity";1
"3396";"This bodes well for our national security and I mean with no one in charge but an incompetent…";1
"3397";"I mean ok I’m glad to know I’m wanted but I’m sad that that’s all I’m worth dissagree";1
"3398";"costco brings out the best in people";1
"3399";"Denny <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E31> having a loose wheel what a shame";1
"3400";"Yes Im sure Bruce Prichards podcast will be exactly what thought Steve Austins podcast was going to be";1
"3401";"This bodes well for our national security and I mean with no one in charge but an…";1
"3402";"Can you believe that a racist misogynistic person would do such a thing";1
"3403";"So apparently Fiesty Cherry is supposed to leave you with a spicy peppery aftertaste I ne…";1
"3404";"Oh like its so difficult to go a day without sarcasm <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34> NEW TODAY";1
"3405";"So excited that Thom is back calling games";1
"3406";"Oh the joy of needing to pee every hour tonight is going to fulfil my night Its not like I wanted to sleep or rest anyway";1
"3407";"Oh Mr President do fire the judge";1
"3408";"I love using when Im writing I call them my Picture Pages The I…";1
"3409";"Roger stone is that you How did you know Hannitys time was coming";1
"3410";"When your co worker actually does his job and then brags about it";1
"3411";"Until he costs then hundreds of millions of dollars in settlement claims for sexual haras…";1
"3412";"I knew love avocado toast but didnt know their consumption was to the point where theyre foregoing b…";1
"3413";"Asking a lawyer for Legal advice My God The Humanity should be hung immediately";1
"3414";"Amazing reporting from of able to film at the site of the alleged chemical attack something i…";1
"3415";"Thank god we didn’t join that thing";1
"3416";"Well you know hes a rich white guy so that cancels out all that other stuff Rich amp white…";1
"3417";"I think Sean Hannity might be planning a special episode tonight on predatory…";1
"3418";"So this is the great alt right mentality everyone is been talking about Im not here to insult and drag…";1
"3419";"True ThompsonKhloé Kardashian names her daughter True Thompson Brilliant Stars today are building u…";1
