"";"tweets";"value"
"3158";"at least Bidvest is leading the moral drive in SA by supporting whilst govt turns it’s back…";1
"1650";"Itz the humanity dat keeps the candle burning Still we see ppl killing each othr in the name of religion";1
"6094";"Keep calm Its Wish another finishing from";0
"1527";"Gee I wonder why this is happening is just that This is your society if you allow just anyon…";1
"2855";"Before calling me ask yourself Is this Tweetable";1
"7184";"Delhi Dare Devils";0
"3601";"Glad to see Harvard leadership is capable of taking a step back and really advocating for…";1
"3582";"I just dont have enough data to make a judgment about Chicago weather today Whats it like out there";1
"2373";"Humor Tuxedo Cat Birthday Card template via";1
"7271";"Bangalore is going to be another home ground for";0
"2292";"Im really enjoying the updated live video player with no login link or button";1
"462";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> It makes me sad I love Melo";1
"3611";"Its nice you speak for all women <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"2095";"Yes let’s trust in Winston Peters";1
"6285";"Great match of face off against Better luck for the next match we’re comin…";0
"2198";"afford to pay my bills yet I’ve been a teacher for years Your arbitration response speaks volumes on…";1
"7053";"Will win <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E33><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+613C><U+3E33>Play bold <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+393C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+613C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+613C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+613C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E63><U+613C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E33>";0
"545";"Its justfied because it gives you votes and a chair in the most secured house of the country";1
"2529";"I love the town I live in";1
"7776";"Pick your Fav RajKummar Rao performance <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E34> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+383C><U+3E32>";0
"625";"Come on man that makes complete sense";1
"5475";"CRICKET is watta player watta consistency watta beauty no words<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66>";0
"5856";"This battel is the best lets see who is the best bhai apn to rcb fan h aaj or alwys ami kkr";0
"6465";"Gender discrimination wali tweet PS hi jeetega<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"6903";"Bangalore vs Chennai Who willwin the Match Favorite Retweet";0
"3048";"How do Millennials make money One Millennial explains the secrets";1
"2521";"Yeah Im gonna watch it";1
"1795";"Wasn’t their nuclear bomb drills where students were taught to duck and cover Good thing they had de…";1
"6228";"<U+0B9A><U+0BC6><U+0BA9><U+0BCD><U+0BA9><U+0BC8> <U+0B9A><U+0BBF><U+0B99><U+0BCD><U+0B95><U+0B99><U+0BCD><U+0B95><U+0BB3><U+0BC7> <U+0BB5><U+0BC6><U+0BA9><U+0BCD><U+0BB1><U+0BBE><U+0BB2><U+0BCD> <U+0BA4><U+0BAE><U+0BBF><U+0BB4><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BBE><U+0B95> <U+0B8E><U+0BA9><U+0BCD><U+0BAA><U+0BCB><U+0BAE><U+0BCD><U+0BA4><U+0BCB><U+0BB1><U+0BCD><U+0BB1><U+0BBE><U+0BB2><U+0BCD> <U+0B95><U+0BBE><U+0BB5><U+0BC7><U+0BB0><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BBE><U+0B95> <U+0B8E><U+0BA9><U+0BCD><U+0BAA><U+0BCB><U+0BAE><U+0BCD> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62> vs rcb";0
"6313";"IM ALL SET <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35>";0
"597";"My vote is on the cup of tea";1
"3259";"And let’s tell them to educate themselves about our culture like it’s a major subject in school Lets tell them to k…";1
"2345";"Thank god Trump is rebuilding the US military he and the GOP claimed Obama depleted Luckily the allegedly hollo…";1
"1561";"Its been two months since the House EASILY passed a bill to crack down on sexual harassment in CongressIts gon…";1
"2543";"Funny how the prince that abdicated looks so much like Prince Alberts uncle on";1
"2977";"I love when ppl come into my cam room and ask me if I have the Lush toy that other ladies are using to generat…";1
"4245";"Match WICKET R Jadeja is out b Yuzvendra Chahal";0
"7590";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E32> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E32> VIVO IPL";0
"1582";"were you aware of the definition of fastest When you started promoting yourself as t…";1
"3291";"Errsebab masalah air di Selangor lebih kritikal amp perlukan perhatian";1
"1749";"Tag jo itna single h";1
"2483";"No collusion";1
"5358";"The immortal ABD is taken out by the Tahir express But what an innings by the alien on the cards quite a c…";0
"4096";"such a smart ass";1
"7296";"Some can say that we are seeing weird things But this is what is all about A true blue Tamil is the capta…";0
"7430";"How see";0
"2974";"FINALLY AFTER GETTING ROASTED FOR DAYS FB AND IG CHANGED THE USER…";1
"4292";"Ye kya khel rehe ho bc <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E36><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E36>";0
"3324";"But did they win";1
"7749";"Chennai Super Kings <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+393C><U+3E31> are on Top of the table";0
"1485";"But these migrants were supposed to be providing the pensions for all the old Italian German and French European old peop…";1
"1166";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+200D><U+2640><U+FE0F> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E62>My is a little bit of everything for grown";1
"847";"Hmm and here I thought were supposed to be a good honest charitable organization However a false fron…";1
"4465";"Won The Toss amp opted to BowlAll The Best";0
"5655";"DJ Bravoooo go on <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";0
"5488";"ABD <U+2764><U+FE0F><U+2764><U+FE0F> but still my heart s with Comeon";0
"4501";"With coming in to after two years IPL is the biggest competition for movies releasing in April and May Is dat th…";0
"7650";"not sure what you guys did But I got it immediately in the space of one day after I tweete…";0
"6444";"<U+0915><U+094B><U+0928> <U+091C><U+093F><U+0902><U+0915><U+0928><U+093E><U+0930> VS I Full Support lt Only ShrutikaAishwaryaManojPinki Kumari";0
"2015";"Politicians anaka venaka mundhu choopu undali mundhu addam undi ani chudali kada BRO";1
"146";"Oh joy My allergies thank you…";1
"927";"The Saudis are our allies Just like Israel and the Butcher of Palestine Netanyahu is our ally And…";1
"2314";"N modi ruined the country See even you know the answer coz I was referring to Nirav modi <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"4059";"DNA Mens Essential <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E65><U+613C><U+3E38><U+2604><U+FE0F><U+2800><U+2800><U+2800>size M";1
"976";"Must be so hard being a Guile Player making love to downback and Flash Kicks a day";1
"5024";"W W WD W Wat final over completes Sunder played Sunder shotsI…";0
"6462";"<U+0906><U+091C> <U+0924><U+0930> <U+091A><U+0947><U+0928><U+094D><U+0928><U+0908><U+091A> <U+091C><U+093F><U+0902><U+0915><U+0928><U+093E><U+0930>";0
"2023";"Work want me to go Leeds for a day to deliver some training hours each way amp train changes at stations I have…";1
"1634";"The only time I see most men getting interested in gender equality is When will women equate it to…";1
"70";"When one door closes another opensOr may be you can open the same door coz thats how door works";1
"1418";"Some of my strengths are better than others";1
"7409";"Can’t wait for first game at Who’s coming tonight";0
"6012";"Who will win this match";0
"3502";"Didnt you know normal and welladjusted people need semiautomatic weapons to lead healt…";1
"4809";"Even though played well is capable of win today";0
"5845";"of the top all time IPL scorers namely and face…";0
"7482";"Naalaiku ampSaturday Match Ranagalama Iruka PodhuAdhu Mattum Nalla Theridhu ini…";0
"5888";"Those who trolls homeless just tune in to just painted chinnasamy stadiu…";0
"7331";"Team reached Bangalore Next match at Chinnaswamy stadium again on th April";0
"4060";"NO SWEAT PANTS ALLOWED WINE CLUB";1
"2728";"TB found in of time";1
"2566";"And its like that every morning thanks to minutes distance…";1
"5310";"Another wicket wickets in over <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66>";0
"132";"Fantastic news coming out of DTE this morning they made MILLION in the st quarter This comes on the back of …";1
"1185";"This could be us but tumhe swimming karna nhi ata <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>";1
"4048";"The You become more the You get Im";1
"1039";"Havent you heard Trump just passed an executive order to throw all the gay…";1
"6115";"How lovely they are Semma<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65> won toss amp elected to bowl first Lets wait amp watch Who will win<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>";0
"3245";"Oh Im sorry Are you still talking about Obama or I get confused with your dou…";1
"6246";"Man of the match for against is";0
"928";"Suicide Squad did it best";1
"2362";"<U+0414><U+0443><U+043C><U+0430><U+044E> <U+044F> <U+043D><U+0430><U+0433><U+043E><U+0432><U+043E><U+0440><U+0438><U+043B><U+0430> <U+043D><U+0430> <U+043F><U+043E><U+0436><U+0438><U+0437><U+043D><U+0435><U+043D><U+043D><U+043E><U+0435><U+0414><U+0435><U+043F><U+0443><U+0442><U+0430><U+0442><U+044B> <U+0413><U+043E><U+0441><U+0434><U+0443><U+043C><U+044B> <U+0420><U+0424> <U+0433><U+043E><U+0442><U+043E><U+0432><U+044F><U+0442> <U+0437><U+0430><U+043A><U+043E><U+043D><U+043E><U+043F><U+0440><U+043E><U+0435><U+043A><U+0442> <U+041E> <U+0437><U+0430><U+0449><U+0438><U+0442><U+0435> <U+0447><U+0435>…";1
"7422";"Senior Player Watson Scored A Century For CSK <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62> Experience makes you a better player <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+613C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E65>Age Doesnt Matter <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E61><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E64>";0
"3473";"Crisis avertedJustice servedRacism over";1
"1432";"Mistakenly hit the order button Wanted to check to see if the order had a Busy Area fee Called CS and…";1
"100";"Mr MacWhirter your tweets are a prime example of the need for a designated emoji";1
"1499";"<U+0915><U+093F><U+0930><U+093E><U+0923><U+093E> <U+0938><U+092E><U+093E><U+0928> <U+0918><U+0930><U+0940> <U+0918><U+0947><U+090A><U+0928> <U+091C><U+093E><U+0924><U+093E><U+0928><U+093E> <U+0905><U+092E><U+093F><U+0924><U+093E><U+092D> <U+092C><U+091A><U+094D><U+091A><U+0928> <U+091C><U+0940><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"378";"This is great news I can add an extra mins of wandering around by myself until I die";1
"2747";"Ever heard of sarcasm";1
"5985";"Excited Join n win";0
"3357";"If anyone is a wealth of goodness its Cohen";1
"6635";"Save This Tweet<U+0906><U+091C> <U+091A> <U+091C><U+093F><U+0902><U+0915><U+0923><U+093E><U+0930><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E37>";0
"2113";"believe you will not abide by the binding arbitration We teachers bust our ass to work with very little…";1
"1130";"Boston teams had a good weekend";1
"4603";"Ye Kuch Tuchiye Fans har jagah peela rang potke Pahunch jaate hai koi Kaam dhandha nahin bc";0
"384";"Another senseless automatic car running over innocent people We need car control ban cars Now";1
"5339";"Here we go again Two wickets down";0
"419";"Sure Nothing could go wrong with that plan";1
"2823";"Some folks proper racist but they hide it in";1
"2047";"Its so strange how telling the truth is anti Islam Why are white politicians so obsessed with support…";1
"7414";"Exactly jaddu ji rocks";0
"4040";"Coincidence I’m sure";1
"3944";"Great Thanks for the headsup";1
"3768";"Fulfilled my lifelong dream of losing myself in the lyrics of Hey Ya while in the back of a car driving through Ogd…";1
"4026";"Not scary at all";1
"778";"You’re welcome";1
"2363";"Oh no Drop all the lawsuits against him please its making him look bad";1
"5283";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>";0
"7736";"In CSK vs kixp in csk lose of four runs in same of DD lose the MATCHIn vivo Ipl…";0
"4841";"from overs overs maiden wat a comeback from after losing early wow what a tr…";0
"3966";"Actually it produces construction jobs and direct and indirect jobs Go…";1
"2642";"in my best redneck american persona But thats anti american to pay off someone else…";1
"5029";"u are the real of what a runout was that";0
"2286";"Memang takda pilihan pun kan because of mak kau She was right all along <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E61> and kau macam biasa te…";1
"3383";"<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E34>";1
"3775";"Hahaha";1
"6944";"Who is Better Captain in Favorite RohitRetweet Dhoni";0
"49";"People are going to take this literally You should consider including";1
"291";"new poem out on go check it out";1
"5262";"Brilliant knock comes to an end it was a treat watching him play Good bowling by";0
"5723";"Chlo Kohli toh nipta jldi<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E30><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+623C><U+3E30>";0
"7371";"MIs expiry date for their Most favorite term comeback is reaching its End";0
"666";"Rose is trash since his injuries";1
"5097";"<U+0916><U+0941><U+0936><U+0940> <U+092D><U+0928><U+094D><U+0928><U+0947> <U+0915><U+0941><U+0930><U+093E><U+0947> <U+092F><U+0938><U+094D><U+0924><U+0948> <U+0930><U+0948><U+091B><U+091C><U+0941><U+0928> RCB <U+0915><U+093E><U+0947> <U+0935><U+093F><U+0915><U+0947><U+091F> <U+0916><U+0938><U+094D><U+0926><U+093E> <U+092D><U+092F><U+093E><U+0947> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63>";0
"3108";"When women wear clothes that say things like this Im not slurring my words Im speaking in cursive I just hav…";1
"2750";"As long as you arent whitebecause one cannot be racist towards a white person It simply does not exist…";1
"5958";"<U+0BB5><U+0BC0><U+0BB0><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BC7> <U+0B8E><U+0BA4><U+0BC1> <U+0BAE><U+0BB0><U+0BA3><U+0BAE><U+0BCD>";0
"825";"If April showers bring May flowers then WTF does and SNOW one day and and hot as hell the next day bring…";1
"2354";"yes i know monster I have to be in long queue cash from due sho…";1
"2293";"I fancied an IPA but couldn’t find any with a pink label";1
"4012";"Jimmer Fredette Nik Stauskaus Ben Mclemore Thomas Robinson Bismark Biyomboany of these aweso…";1
"7629";"Stephen Fleming practicing his fancy in a different wicket A champ on field amp a champ here";0
"2456";"Ah basta Duterte cant do anything right Because if he does it means his critics are wrong <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";1
"1833";"If you have a girlfriend definitely make sure to consistently like pictures of other girls on Instagram that look…";1
"3328";"Where is that font when you need it";1
"7739";"Another fifty for Mr IPL on the way";0
"7153";"Win Tickets to tonights vs encounter between ampamp Play the Quiz now";0
"5048";"Whataaaa night";0
"7046";"and fighting for top in points table But and fighting for bottom of the tabl…";0
"6391";"Itž time for the BIG mâtch Vs RCB IPL<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+383C><U+3E36>";0
"2703";"Sarcastic and Funny Funny tshirt Funny sayings I Feel SARCASM coming on Adult tees shirts for Women…";1
"2150";"LNP’s model seems fair give massive tax cuts to big business amp they will look aft…";1
"5763";"He was looking such comfortable tonight was Virat That shot wasnt required at all Huge breakthrough and also a…";0
"5280";"<U+0B99><U+0BCD><U+0B95><U+0BCB><U+0BA4><U+0BCD><U+0BA4><U+0BBE> <U+0B9F><U+0BBE>";0
"5637";"From Overs <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E36><U+383C><U+3E31><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E62>";0
"3879";"Ideally I would own one in every city in America and Europe and in every sport Just for diversity";1
"3619";"Apple continues to innovate with the Apple pencil Is this anything like the Microsoft Surface that has been ou…";1
"7388";"M ur big fan bt dun u dare to say dat msd goin to lose agnst rcb helllll nonways sir ji y…";0
"4544";"should win best party to all players of csk can feel guilty if he lose such game big m…";0
"566";"Why you show me all eligible matches while all I want is one hot flame <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E34><U+613C><U+3E35> <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E31>";1
"1941";"What You people are actually doing things Will the wonders never cease";1
"1677";"Congratulations Govt and everyone associated with The objective is fulfilled";1
"5889";"Get these out already please";0
"4675";"has one of the best batting lineup Can they chase this total vs Who do you think will Win";0
"2729";"Hahaha my sides are splitting you really are funny cue";1
"1322";"I for one respect their ironic sense of minimalist fashion";1
"3250";"I find the point is lost when you have to put at the end of a statement";1
"3311";"Well what do you know Does Trump know about this comment It could put Dershowitz out of contentio…";1
"5638";"going to do this in tonights match Wish you Better luck for the next match";0
"7711";"Dhoni is always best Army";0
"3514";"Luckily I like buying odd numbers of eggs";1
"345";"Amen";1
"4550";"Rayuddooooooo <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E66><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E64> BGM starts <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> Kummuraa pottoda<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E66>";0
"2669";"So after the training it will be okay for POC to hang out at Starbucks without buying anyt…";1
"5614";"I support in IPL only because of but his team fielding is so pathetic today";0
"414";"Remember people when giving directions you want to be vague unwilling to clarify or discuss and be ready to change…";1
"864";"Well there are apparently good people on both sides";1
"979";"please can you contact your Bolton Club and find out how serious they are taking my issue Cracking…";1
"4405";"Another wicket Gone";0
"535";"yeah cause with a hole at left tackle the thing to do is draft a QB to…";1
"4875";"After i support";0
"3313";"Hey You can count on Ells to get on base via catchers interference";1
"4215";"Yup under quota";0
"4039";"so I ordered something on friday on next day delivery and its not here When I call up customer services as di…";1
"7569";"How it feels watching matches for a CSK fan <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+383C><U+3E37><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32>";0
"1353";"Now heres a first hypocrisy from from a Leaver";1
"6014";"Will Whistle Podu Rule Over the Challengers Tonight";0
"5107";"A m gigantic six<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E65><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+613C><U+3E65>Wellthis guy is surely not human A fan though <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E39><U+383C><U+3E32>";0
"4750";"Watching the first match vs just got a wicket";0
"2229";"UpdateBlog";1
